InstanceId,InstanceIndex,TestDuration,NMax,NumMessages,MessageSize,ExtraConnectionsCount,ReRoutingFrequency,DataDistribution,TestStatus,SimulationTime,MessagesSentDuringSimulation,MessagesReceivedDuringSimulation,MessagesForwardedDuringSimulation,MessagesSentBeforeSimulation,MessagesReceivedBeforeSimulation,MessagesForwardedBeforeSimulation,MessagesSentAfterSimulation,MessagesReceivedAfterSimulation,MessagesForwardedAfterSimulation,TotalMessagesSent,TotalMessagesReceived,TotalMessagesForwarded,AverageLatency,MinLatency,1PercentileLatency,25PercentileLatency,MedianLatency,75PercentileLatency,99PercentileLatency,MaxLatency,RemoteTimestampDiff
10.10.0.5:2917,70,1514041,32,500000,2048,0,1000,"[5,15,47,50]",OK,1491401,879035,629124,379035,158,246,158,38,60,38,879231,629430,379231,-450.07782,-950,-950,-665,-507,-266,301,416,-952
10.10.0.7:2917,96,1511414,32,500000,2048,0,1000,"[5,15,47,50]",OK,1490728,1243846,993835,743846,13,18,13,808,1082,808,1244667,994935,744667,88.8503,-460,-458,-117,-25,325,792,940,-461
10.10.0.5:2914,80,1512790,32,500000,2048,0,1000,"[5,15,47,50]",OK,1490948,827983,578315,327983,61,152,61,69,91,69,828113,578558,328113,-142.02837,-708,-707,-366,-223,76,651,659,-710
10.10.0.20:2917,88,1513460,32,500000,2048,0,1000,"[5,15,47,50]",OK,1490726,1254039,1004532,754039,213,273,213,257,325,257,1254509,1005130,754509,158.6833,-376,-374,-100,125,358,925,1024,-378
10.10.0.14:2914,30,1516296,32,500000,2048,0,1000,"[5,15,47,50]",OK,1490727,766096,516342,266096,154,269,154,26,64,26,766276,516675,266276,-28.498198,-501,-500,-258,-91,150,751,898,-503
10.10.0.18:2917,20,1516200,32,500000,2048,0,1000,"[5,15,47,50]",OK,1490542,691374,442046,191374,142,283,142,29,66,29,691545,442395,191545,263.13016,-234,-233,25,201,450,1066,1165,-236
10.10.0.9:2916,10,1516692,32,500000,2048,0,1000,"[5,15,47,50]",OK,1491101,695076,445024,195076,93,219,93,7,15,7,695176,445258,195176,122.9396,-384,-383,-125,75,391,975,2281,-386
10.10.0.23:2913,52,1515836,32,500000,2048,0,1000,"[5,15,47,50]",OK,1491144,691572,441579,191572,76,181,76,19,46,19,691667,441806,191667,-213.96251,-719,-717,-434,-234,-9,582,681,-720
10.10.0.3:2916,32,1516021,32,500000,2048,0,1000,"[5,15,47,50]",OK,1490674,690202,440374,190202,109,261,109,30,68,30,690341,440703,190341,-7.4161034,-526,-525,-242,-91,182,774,979,-528
10.10.0.18:2913,15,1516501,32,500000,2048,0,1000,"[5,15,47,50]",OK,1490739,815783,564954,315783,202,351,202,40,55,40,816025,565360,316025,25.773619,-417,-416,-199,-33,217,834,947,-419
10.10.0.8:2916,44,1515671,32,500000,2048,0,1000,"[5,15,47,50]",OK,1490831,690660,440397,190660,41,140,41,45,97,45,690746,440634,190746,83.87053,-409,-408,-116,26,274,891,990,-411
10.10.0.11:2912,47,1515182,32,500000,2048,0,1000,"[5,15,47,50]",OK,1490858,694967,445032,194967,0,0,0,197,442,197,695164,445474,195164,-197.76773,-675,-674,-407,-240,-32,625,1910,-677
10.10.0.28:2912,56,1515631,32,500000,2048,0,1000,"[5,15,47,50]",OK,1490904,784224,534856,284224,115,216,115,30,67,30,784369,535139,284369,-184.71205,-709,-708,-424,-225,9,542,797,-711
10.10.0.9:2913,2,1517408,32,500000,2048,0,1000,"[5,15,47,50]",OK,1491077,726208,17697849,226208,112,5490,112,18,2922,18,726338,17706261,226338,523.2494,-1,0,284,483,724,1302,3002,-3
10.10.0.8:2917,45,1515785,32,500000,2048,0,1000,"[5,15,47,50]",OK,1491672,689995,440573,189995,95,230,95,0,2,0,690090,440805,190090,-23.583067,-534,-533,-250,-91,175,767,865,-536
10.10.0.20:2916,74,1512356,32,500000,2048,0,1000,"[5,15,47,50]",OK,1490685,791436,541887,291436,165,321,165,54,77,54,791655,542285,291655,290.22247,-268,-267,109,251,450,1091,1099,-270
10.10.0.7:2913,98,1511644,32,500000,2048,0,1000,"[5,15,47,50]",OK,1490776,1186074,937082,686074,9,16,9,741,958,741,1186824,938056,686824,93.593765,-460,-459,-175,59,316,900,926,-461
10.10.0.15:2917,71,1513593,32,500000,2048,0,1000,"[5,15,47,50]",OK,1490554,1295556,1046364,795556,530,677,530,121,161,121,1296207,1047202,796207,80.73136,-434,-433,-91,85,284,583,1071,-436
10.10.0.28:2913,50,1515686,32,500000,2048,0,1000,"[5,15,47,50]",OK,1490938,1407913,1158085,907913,0,0,0,877,1096,877,1408790,1159181,908790,197.88162,-259,-257,25,183,276,758,1246,-261
10.10.0.4:2915,8,1516711,32,500000,2048,0,1000,"[5,15,47,50]",OK,1491330,694793,444950,194793,0,0,0,123,322,123,694916,445272,194916,325.87964,-194,-193,58,326,591,1107,1312,-195
