InstanceId,InstanceIndex,TestDuration,NMax,NumMessages,MessageSize,ExtraConnectionsCount,ReRoutingFrequency,DataDistribution,TestStatus,SimulationTime,MessagesSentDuringSimulation,MessagesReceivedDuringSimulation,MessagesForwardedDuringSimulation,MessagesSentBeforeSimulation,MessagesReceivedBeforeSimulation,MessagesForwardedBeforeSimulation,MessagesSentAfterSimulation,MessagesReceivedAfterSimulation,MessagesForwardedAfterSimulation,TotalMessagesSent,TotalMessagesReceived,TotalMessagesForwarded,AverageLatency,MinLatency,1PercentileLatency,25PercentileLatency,MedianLatency,75PercentileLatency,99PercentileLatency,MaxLatency,RemoteTimestampDiff
10.10.0.11:2916,82,277017,32,500000,2048,0,1000,"[35,36,38,48,51]",OK,252843,823396,568336,323396,602,1079,602,572,1075,572,824570,570490,324570,-370.33206,-934,-933,-634,-335,-166,208,1769,-936
10.10.0.9:2913,19,279611,32,500000,2048,0,1000,"[35,36,38,48,51]",OK,253000,763407,508040,263407,112,219,112,859,1888,859,764378,510147,264378,281.48917,-178,-178,23,216,533,964,3030,-180
10.10.0.3:2914,18,279033,32,500000,2048,0,1000,"[35,36,38,48,51]",OK,252815,930024,674981,430024,118,217,118,2105,3269,2105,932247,678467,432247,165.82777,-259,-259,-40,17,426,883,2546,-261
10.10.0.9:2916,7,280308,32,500000,2048,0,1000,"[35,36,38,48,51]",OK,253325,690773,434927,190773,393,892,393,255,565,255,691421,436384,191421,416.1584,-101,-101,126,379,674,1042,3249,-103
10.10.0.8:2915,85,276435,32,500000,2048,0,1000,"[35,36,38,48,51]",OK,253016,719160,463831,219160,238,697,238,596,1056,596,719994,465584,219994,70.27921,-493,-492,-199,125,275,650,2368,-494
10.10.0.8:2913,106,276559,32,500000,2048,0,1000,"[35,36,38,48,51]",OK,255052,1345529,1090733,845529,5,10,5,443,771,443,1345977,1091514,845977,297.81006,-318,-314,131,275,458,912,2534,-319
10.10.0.6:2912,55,277994,32,500000,2048,0,1000,"[35,36,38,48,51]",OK,253136,687346,431701,187346,350,838,350,114,499,114,687810,433038,187810,300.99118,-229,-228,22,307,508,915,2288,-243
10.10.0.6:2914,65,278370,32,500000,2048,0,1000,"[35,36,38,48,51]",OK,253073,724184,467485,224184,0,0,0,1369,3162,1369,725553,470647,225553,-5.9855494,-544,-542,-275,61,165,599,2462,-558
10.10.0.3:2915,4,280332,32,500000,2048,0,1000,"[35,36,38,48,51]",OK,252816,689787,2051729,189787,536,4534,536,370,4166,370,690693,2060429,190693,302.32333,-226,-226,33,309,533,946,3809,-228
10.10.0.23:2912,40,278545,32,500000,2048,0,1000,"[35,36,38,48,51]",OK,253252,736551,480360,236551,443,940,443,198,504,198,737192,481804,237192,-143.97989,-617,-616,-389,-150,68,525,2107,-619
10.10.0.17:2912,31,279497,32,500000,2048,0,1000,"[35,36,38,48,51]",OK,252949,760642,504619,260642,29,120,29,1095,2143,1095,761766,506882,261766,-196.49582,-634,-633,-411,-275,28,567,2200,-635
