InstanceId,InstanceIndex,TestDuration,NMax,NumMessages,MessageSize,ExtraConnectionsCount,ReRoutingFrequency,DataDistribution,TestStatus,SimulationTime,MessagesSentDuringSimulation,MessagesReceivedDuringSimulation,MessagesForwardedDuringSimulation,MessagesSentBeforeSimulation,MessagesReceivedBeforeSimulation,MessagesForwardedBeforeSimulation,MessagesSentAfterSimulation,MessagesReceivedAfterSimulation,MessagesForwardedAfterSimulation,TotalMessagesSent,TotalMessagesReceived,TotalMessagesForwarded,AverageLatency,MinLatency,1PercentileLatency,25PercentileLatency,MedianLatency,75PercentileLatency,99PercentileLatency,MaxLatency,RemoteTimestampDiff
10.10.0.9:2913,72,371443,28,500000,2048,4,1000,"[35,36,38,48,51]",OK,276050,703418,443320,203418,147,308,147,1934,7056,1934,705499,450684,205499,-213.2787,-725,-725,-450,-183,-66,560,1289,-727
10.10.0.11:2916,74,368790,28,500000,2048,4,1000,"[35,36,38,48,51]",OK,270960,698084,436763,198084,274,363,274,3798,10363,3798,702156,447489,202156,-325.22974,-851,-851,-599,-300,-117,434,908,-853
10.10.0.3:2914,3,372741,28,500000,2048,4,1000,"[35,36,38,48,51]",OK,289618,709853,5787041,209853,120,2415,120,8649,79096,8649,718622,5868552,218622,306.33594,-234,-233,50,283,492,1516,1926,-236
10.10.0.8:2915,28,372094,28,500000,2048,4,1000,"[35,36,38,48,51]",OK,260295,689334,422829,189334,115,219,115,7536,18871,7536,696985,441919,196985,46.737553,-451,-451,-217,8,274,833,2597,-453
10.10.0.9:2916,68,370497,28,500000,2048,4,1000,"[35,36,38,48,51]",OK,271219,713664,452379,213664,1062,1537,1062,2531,8754,2531,717257,462670,217257,-89.28392,-617,-596,-325,-65,95,668,2390,-619
10.10.0.8:2913,48,370777,28,500000,2048,4,1000,"[35,36,38,48,51]",OK,260709,694923,428607,194923,97,232,97,7569,18653,7569,702589,447492,202589,-92.510635,-583,-554,-308,-108,88,704,2440,-585
10.10.0.6:2912,14,372521,28,500000,2048,4,1000,"[35,36,38,48,51]",OK,260340,693634,427071,193634,145,293,145,11963,23311,11963,705742,450675,205742,313.8719,-227,-203,48,250,516,1064,1571,-240
10.10.0.6:2914,19,372521,28,500000,2048,4,1000,"[35,36,38,48,51]",OK,258864,679140,411942,179140,528,1050,528,10190,22113,10190,689858,435105,189858,284.01645,-243,-222,9,234,500,1048,1626,-256
10.10.0.3:2915,20,372367,28,500000,2048,4,1000,"[35,36,38,48,51]",OK,270794,685347,423335,185347,190,329,190,6354,12848,6354,691891,436512,191891,270.03992,-276,-275,-39,199,498,1478,2846,-278
10.10.0.23:2912,7,371964,28,500000,2048,4,1000,"[35,36,38,48,51]",OK,260872,703725,438258,203725,14,21,14,17361,28493,17361,721100,466772,221100,346.23468,-176,-125,58,300,568,1110,2983,-178
