InstanceId,InstanceIndex,TestDuration,NMax,NumMessages,MessageSize,ExtraConnectionsCount,ReRoutingFrequency,DataDistribution,TestStatus,SimulationTime,MessagesSentDuringSimulation,MessagesReceivedDuringSimulation,MessagesForwardedDuringSimulation,MessagesSentBeforeSimulation,MessagesReceivedBeforeSimulation,MessagesForwardedBeforeSimulation,MessagesSentAfterSimulation,MessagesReceivedAfterSimulation,MessagesForwardedAfterSimulation,TotalMessagesSent,TotalMessagesReceived,TotalMessagesForwarded,AverageLatency,MinLatency,1PercentileLatency,25PercentileLatency,MedianLatency,75PercentileLatency,99PercentileLatency,MaxLatency,RemoteTimestampDiff
10.10.0.5:2917,64,1685284,28,500000,2048,4,3000,"[5,15,47,50]",OK,1543593,715665,464673,215665,14,25,14,943,2799,943,716622,467497,216622,-223.3637,-850,-848,-381,-231,-66,409,502,-852
10.10.0.7:2917,78,1684245,28,500000,2048,4,3000,"[5,15,47,50]",OK,1496441,701510,446681,201510,1,9,1,4457,10401,4457,705968,457091,205968,-368.56155,-983,-943,-516,-357,-199,276,383,-985
10.10.0.5:2914,50,1685917,28,500000,2048,4,3000,"[5,15,47,50]",OK,1499550,703362,448229,203362,91,246,91,3178,8607,3178,706631,457082,206631,-163.06844,-751,-749,-317,-191,17,600,920,-753
10.10.0.14:2914,69,1685458,28,500000,2048,4,3000,"[5,15,47,50]",OK,1539610,712637,461492,212637,174,285,174,393,2311,393,713204,464088,213204,-35.51214,-652,-650,-183,-42,174,608,706,-654
10.10.0.9:2916,48,1684818,28,500000,2048,4,3000,"[5,15,47,50]",OK,1499260,703217,447790,203217,74,153,74,3976,9552,3976,707267,457495,207267,241.76068,-326,-324,67,267,425,933,1026,-328
10.10.0.20:2917,24,1685218,28,500000,2048,4,3000,"[5,15,47,50]",OK,1496128,696381,440791,196381,5,6,5,4731,10862,4731,701117,451659,201117,164.61829,-410,-409,-92,149,416,850,980,-412
10.10.0.18:2917,5,1687321,28,500000,2048,4,3000,"[5,15,47,50]",OK,1496483,720304,464756,220304,20,39,20,7887,13847,7887,728211,478642,228211,624.0421,1,1,410,634,851,1351,2275,-2
10.10.0.3:2916,9,1687003,28,500000,2048,4,3000,"[5,15,47,50]",OK,1496563,713107,457668,213107,10,21,10,6813,12732,6813,719930,470421,219930,297.29553,-276,-276,58,334,509,983,2072,-278
10.10.0.23:2913,96,1684956,28,500000,2048,4,3000,"[5,15,47,50]",OK,1580744,709829,459487,209829,23,33,23,23,887,23,709875,460407,209875,-262.60022,-876,-875,-441,-257,-91,384,513,-877
10.10.0.18:2913,3,1687784,28,500000,2048,4,3000,"[5,15,47,50]",OK,1540465,723261,2080535,223261,124,978,124,5235,18836,5235,728620,2100349,228620,519.6377,-93,-92,324,516,732,1166,1493,-95
10.10.0.8:2916,28,1685969,28,500000,2048,4,3000,"[5,15,47,50]",OK,1498130,691354,434967,191354,1,10,1,4057,9861,4057,695412,444838,195412,215.28069,-335,-334,33,207,424,924,1018,-337
