InstanceId,InstanceIndex,TestDuration,NMax,NumMessages,MessageSize,ExtraConnectionsCount,ReRoutingFrequency,DataDistribution,TestStatus,SimulationTime,MessagesSentDuringSimulation,MessagesReceivedDuringSimulation,MessagesForwardedDuringSimulation,MessagesSentBeforeSimulation,MessagesReceivedBeforeSimulation,MessagesForwardedBeforeSimulation,MessagesSentAfterSimulation,MessagesReceivedAfterSimulation,MessagesForwardedAfterSimulation,TotalMessagesSent,TotalMessagesReceived,TotalMessagesForwarded,AverageLatency,MinLatency,1PercentileLatency,25PercentileLatency,MedianLatency,75PercentileLatency,99PercentileLatency,MaxLatency,RemoteTimestampDiff
10.10.0.5:2917,100,320416,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300983,252724,208000,152724,108,160,108,135,173,135,252967,208333,152967,148.59442,-385,-384,-93,209,441,666,859,-387
10.10.0.7:2917,50,324807,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300528,187159,141963,87159,35,80,35,196,284,196,187390,142327,87390,-289.35535,-742,-741,-467,-250,-98,342,540,-744
10.10.0.5:2914,98,320340,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300827,243685,198365,143685,289,451,289,2,3,2,243976,198819,143976,430.53888,-51,-50,125,491,658,1000,1193,-53
10.10.0.20:2917,44,325232,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300566,141878,96929,41878,125,280,125,1,5,1,142004,97214,42004,-95.518486,-601,-600,-309,-101,86,642,643,-603
10.10.0.14:2914,54,325525,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300595,142246,97077,42246,74,210,74,5,9,5,142325,97296,42325,-91.59713,-579,-578,-314,-75,106,548,670,-547
10.10.0.9:2916,6,325510,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300905,142369,96915,42369,8,17,8,88,223,88,142465,97155,42465,453.06427,-1,-1,158,459,683,1243,1243,-2
10.10.0.18:2917,30,325378,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300530,152082,107043,52082,35,68,35,126,217,126,152243,107328,52243,-22.139685,-459,-458,-283,-24,200,626,786,-461
10.10.0.23:2913,86,322535,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301331,155116,110197,55116,57,153,57,0,0,0,155173,110350,55173,-376.62283,-843,-842,-667,-341,-157,283,402,-845
10.10.0.3:2916,81,324579,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300564,169355,124348,69355,121,252,121,8,20,8,169484,124620,69484,-310.76074,-826,-825,-533,-291,-116,258,452,-828
10.10.0.18:2913,20,326054,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300569,157059,112073,57059,38,73,38,104,211,104,157201,112357,57201,-77.75419,-459,-459,-324,-166,161,626,786,-461
10.10.0.8:2916,15,325655,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301091,152121,107074,52121,4,5,4,100,214,100,152225,107293,52225,120.21246,-292,-292,-208,101,390,951,952,-294
10.10.0.11:2912,71,324596,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300555,179812,134260,79812,49,86,49,119,208,119,179980,134554,79980,-456.3549,-984,-983,-691,-429,-274,142,264,-986
10.10.0.28:2912,22,324792,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300833,141635,96859,41635,133,268,133,1,3,1,141769,97130,41769,1.0663235,-426,-426,-266,7,234,700,841,-428
10.10.0.9:2913,16,325109,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301244,167713,122385,67713,151,265,151,0,0,0,167864,122650,67864,206.0027,-160,-160,-67,133,450,925,1123,-161
10.10.0.20:2916,59,325209,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300580,149553,104467,49553,5,14,5,136,300,136,149694,104781,49694,37.503117,-492,-491,-183,101,220,751,755,-494
10.10.0.8:2917,32,324822,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300774,157028,111954,57028,141,246,141,10,17,10,157179,112217,57179,-98.89965,-518,-517,-342,-125,89,608,762,-520
10.10.0.7:2913,36,325124,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300581,142308,97138,42308,105,180,105,18,40,18,142431,97358,42431,-74.260925,-534,-534,-259,-75,142,592,749,-536
10.10.0.15:2917,83,324569,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300520,212424,166984,112424,194,312,194,43,52,43,212661,167348,112661,-283.66772,-791,-790,-431,-257,-82,261,454,-793
10.10.0.28:2913,18,325073,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300920,152816,107758,52816,43,70,43,47,94,47,152906,107922,52906,315.0693,-109,-109,50,283,560,1134,1135,-111
10.10.0.4:2915,33,325422,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301079,142337,96977,42337,4,12,4,71,184,71,142412,97173,42412,16.289833,-460,-459,-242,8,266,784,788,-461
10.10.0.23:2915,95,322662,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300829,162663,117615,62663,141,249,141,1,6,1,162805,117870,62805,-565.0716,-1051,-1050,-875,-509,-333,75,232,-1053
10.10.0.20:2914,56,324623,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300570,149949,104937,49949,83,190,83,2,13,2,150034,105140,50034,-246.28549,-718,-718,-443,-199,-33,408,564,-720
10.10.0.23:2916,92,323028,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301106,153185,108046,53185,1,17,1,92,173,92,153278,108236,53278,-481.7272,-1001,-1000,-708,-442,-276,242,247,-1003
10.10.0.10:2914,90,321542,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300582,237499,192299,137499,7,12,7,424,574,424,237930,192885,137930,-11.035695,-542,-541,-182,68,183,542,702,-544
10.10.0.22:2916,42,325029,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300738,257535,212847,157535,375,507,375,19,21,19,257929,213375,157929,-168.24916,-611,-610,-300,-151,-1,392,635,-617
10.10.0.3:2915,69,324533,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300553,149189,103901,49189,52,98,52,45,138,45,149286,104137,49286,275.28543,-259,-258,35,334,459,985,989,-261
10.10.0.8:2913,13,324983,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301237,142350,97414,42350,114,268,114,0,0,0,142464,97682,42464,19.425657,-392,-392,-315,-31,276,851,853,-394
10.10.0.14:2915,24,325607,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300574,141906,97085,41906,1,2,1,151,321,151,142058,97408,42058,-192.10907,-611,-610,-451,-248,35,634,638,-579
10.10.0.20:2912,51,324608,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300556,150980,105724,50980,21,49,21,119,217,119,151120,105990,51120,-191.08128,-676,-675,-383,-158,-16,567,568,-678
10.10.0.22:2915,72,324593,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300846,149874,105165,49874,35,69,35,34,93,34,149943,105327,49943,-126.27797,-619,-618,-359,-99,91,508,627,-625
10.10.0.10:2916,93,322008,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300543,223871,178729,123871,357,470,357,17,30,17,224245,179229,124245,222.26305,-326,-325,60,251,417,759,919,-328
10.10.0.17:2913,101,319953,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300986,206971,162081,106971,54,93,54,105,151,105,207130,162325,107130,476.2288,-1,-1,175,501,717,1051,1244,-3
10.10.0.18:2916,23,325028,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300652,142212,96853,42212,1,5,1,124,272,124,142337,97130,42337,61.802452,-393,-393,-217,67,293,733,852,-395
10.10.0.22:2913,66,324238,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301022,149796,104411,49796,44,96,44,47,86,47,149887,104593,49887,-119.09809,-610,-609,-317,-67,101,476,637,-616
10.10.0.20:2915,84,324534,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300520,167044,121939,67044,118,230,118,22,32,22,167184,122201,67184,-199.80994,-725,-724,-432,-131,17,401,558,-727
10.10.0.4:2916,58,324409,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300803,179076,134174,79076,10,13,10,189,337,189,179275,134524,79275,-274.83298,-768,-767,-456,-209,-91,317,512,-769
10.10.0.8:2914,21,325039,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301114,142017,96937,42017,117,251,117,0,0,0,142134,97188,42134,-36.940506,-484,-483,-308,-48,175,759,760,-486
10.10.0.22:2917,37,324853,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300845,142188,97126,42188,81,201,81,5,12,5,142274,97339,42274,-281.3784,-711,-710,-477,-277,-99,415,536,-717
10.10.0.11:2914,80,324830,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300558,155207,109845,55207,139,281,139,6,13,6,155352,110139,55352,195.61961,-360,-359,-8,233,365,883,884,-362
10.10.0.9:2917,10,325427,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300962,142552,97419,42552,61,162,61,1,7,1,142614,97588,42614,270.80817,-159,-159,-67,309,551,967,1123,-160
10.10.0.16:2914,2,326905,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300591,209989,1240318,109989,279,3176,279,8,192,8,210276,1243686,110276,342.00836,-126,-126,50,371,574,1017,1120,-128
10.10.0.23:2914,64,322586,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300876,161842,116915,61842,0,1,0,93,227,93,161935,117143,61935,59.99276,-434,-434,-142,109,284,650,810,-436
10.10.0.15:2916,70,324486,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300575,161034,116086,61034,60,95,60,57,136,57,161151,116317,61151,-646.3391,-1126,-1125,-908,-591,-442,-42,119,-1128
10.10.0.28:2917,26,325176,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301148,142187,96908,42187,102,252,102,1,1,1,142290,97161,42290,127.88267,-325,-325,-149,134,358,801,953,-327
10.10.0.10:2917,88,321583,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300586,186526,141631,86526,94,190,94,48,99,48,186668,141920,86668,459.0311,-1,0,175,533,708,1083,1246,-3
10.10.0.7:2914,28,325664,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300603,166710,121704,66710,160,312,160,9,19,9,166879,122035,66879,192.93144,-234,-234,-58,200,377,1009,1012,-236
10.10.0.23:2917,89,322562,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301249,155006,109700,55006,39,137,39,0,1,0,155045,109838,55045,-249.93953,-726,-725,-509,-207,-15,400,518,-728
10.10.0.15:2914,63,324827,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300553,149677,104676,49677,0,3,0,154,341,154,149831,105020,49831,-255.83424,-725,-724,-433,-183,-66,397,523,-727
10.10.0.28:2916,17,325266,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301154,190676,145562,90676,51,80,51,89,108,89,190816,145750,90816,205.76503,-168,-168,-10,158,433,916,1077,-170
10.10.0.11:2913,79,324458,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300540,159404,114349,59404,134,238,134,7,19,7,159545,114606,59545,-212.58597,-709,-708,-492,-130,-32,417,535,-711
10.10.0.17:2917,104,320103,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301020,267347,222351,167347,0,0,0,361,527,361,267708,222878,167708,507.07693,-1,0,291,491,722,1126,1243,-3
10.10.0.22:2914,55,324025,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300838,142117,97229,42117,53,162,53,4,5,4,142174,97396,42174,-106.43119,-594,-593,-317,-109,90,533,653,-600
10.10.0.6:2912,47,323785,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300895,142082,97140,42082,88,222,88,0,2,0,142170,97364,42170,178.84462,-293,-292,-76,207,375,833,951,-293
10.10.0.20:2913,38,324335,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300573,152697,107213,52697,68,153,68,36,68,36,152801,107434,52801,-186.84074,-617,-617,-441,-183,42,626,631,-619
10.10.0.18:2915,29,325687,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300586,194369,149136,94369,224,368,224,10,24,10,194603,149528,94603,53.90177,-352,-352,-184,75,249,732,897,-354
10.10.0.10:2915,87,322284,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300529,235785,190404,135785,317,465,317,14,22,14,236116,190891,136116,541.94464,-1,-1,291,610,809,1083,1244,-3
10.10.0.4:2913,45,324361,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301034,141930,96422,41930,121,270,121,1,1,1,142052,96693,42052,-211.04582,-651,-650,-433,-191,-8,476,620,-652
10.10.0.7:2915,57,325314,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300549,160790,115762,60790,102,238,102,3,13,3,160895,116013,60895,-153.05688,-660,-658,-366,-87,26,425,620,-661
10.10.0.5:2916,105,320857,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300851,266163,221368,166163,0,0,0,532,708,532,266695,222076,166695,11.585872,-501,-500,-208,107,184,550,744,-503
10.10.0.6:2913,82,324048,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301100,147497,102649,47497,112,230,112,0,0,0,147609,102879,47609,-381.69214,-901,-900,-608,-292,-191,225,344,-901
10.10.0.3:2912,40,324327,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300529,191918,146687,91918,173,252,173,41,76,41,192132,147015,92132,-235.58331,-659,-658,-400,-200,-48,425,586,-661
10.10.0.4:2917,52,324476,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300838,245241,200448,145241,57,93,57,181,240,181,245479,200781,145479,-323.4693,-810,-808,-487,-268,-142,209,469,-811
10.10.0.4:2912,46,324677,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301033,141913,96630,41913,108,236,108,0,0,0,142021,96866,42021,-84.861465,-543,-542,-308,-24,108,584,706,-544
10.10.0.16:2912,4,326897,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300584,149242,2576769,49242,107,5539,107,0,465,0,149349,2582773,49349,472.61093,0,1,217,500,685,1165,1251,-2
10.10.0.6:2916,74,324001,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301016,162284,117377,62284,28,60,28,34,75,34,162346,117512,62346,-236.26854,-743,-743,-451,-201,-43,383,502,-743
10.10.0.4:2914,25,324761,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300851,141969,96444,41969,2,4,2,84,245,84,142055,96693,42055,-52.05988,-468,-467,-341,-41,192,659,778,-469
10.10.0.28:2915,12,325317,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,301012,142811,97738,42811,10,17,10,92,208,92,142913,97963,42913,137.18828,-293,-293,-201,99,432,833,952,-295
10.10.0.15:2913,68,324760,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300578,153770,108545,53770,52,97,52,57,125,57,153879,108767,53879,-593.9367,-1084,-1084,-791,-582,-374,-32,164,-1086
10.10.0.17:2914,106,320103,32,100000,8192,0,1000,"[2,7,17,19,42,45]",OK,300998,254980,210232,154980,3,4,3,457,596,457,255440,210832,155440,317.33017,-176,-175,216,359,443,875,1073,-178
