InstanceId,InstanceIndex,TestDuration,NMax,NumMessages,MessageSize,ExtraConnectionsCount,ReRoutingFrequency,DataDistribution,TestStatus,SimulationTime,MessagesSentDuringSimulation,MessagesReceivedDuringSimulation,MessagesForwardedDuringSimulation,MessagesSentBeforeSimulation,MessagesReceivedBeforeSimulation,MessagesForwardedBeforeSimulation,MessagesSentAfterSimulation,MessagesReceivedAfterSimulation,MessagesForwardedAfterSimulation,TotalMessagesSent,TotalMessagesReceived,TotalMessagesForwarded,AverageLatency,MinLatency,1PercentileLatency,25PercentileLatency,MedianLatency,75PercentileLatency,99PercentileLatency,MaxLatency,RemoteTimestampDiff
10.10.0.17:2915,94,123581,16,50000,512,0,1000,"[2,7,17,22,37,40]",OK,99283,94248,73678,44248,262,497,262,26,41,26,94536,74216,44536,-472.00345,-1083,-1081,-733,-482,-241,151,356,-1086
10.10.0.5:2912,92,123604,16,50000,512,0,1000,"[2,7,17,22,37,40]",OK,99252,96536,76309,46536,371,592,371,6,15,6,96913,76916,46913,-475.03317,-1068,-1061,-666,-491,-292,174,378,-1071
10.10.0.16:2914,82,123372,16,50000,512,0,1000,"[2,7,17,22,37,40]",OK,99243,88844,68687,38844,31,41,31,362,657,362,89237,69385,39237,-73.54336,-666,-625,-316,-82,127,643,794,-669
10.10.0.4:2917,37,124381,16,50000,512,0,1000,"[2,7,17,22,37,40]",OK,99237,96444,76337,46444,0,0,0,483,783,483,96927,77120,46927,30.621552,-483,-456,-190,-1,235,826,932,-486
10.10.0.7:2917,34,124372,16,50000,512,0,1000,"[2,7,17,22,37,40]",OK,99233,94947,74795,44947,422,728,422,0,0,0,95369,75523,45369,220.87532,-309,-241,-9,224,358,1000,1111,-312
10.10.0.4:2912,32,123107,16,50000,512,0,1000,"[2,7,17,22,37,40]",OK,99234,106838,86433,56838,400,709,400,0,0,0,107238,87142,57238,-35.54084,-575,-568,-282,-66,193,734,871,-578
10.10.0.14:2917,98,121933,16,50000,512,0,1000,"[2,7,17,22,37,40]",OK,99233,166096,145657,116096,1194,1504,1194,2,3,2,167292,147164,117292,-754.14886,-1367,-1319,-934,-817,-525,-57,-18,-1369
10.10.0.22:2912,90,123713,16,50000,512,0,1000,"[2,7,17,22,37,40]",OK,99251,101673,81581,51673,481,717,481,9,15,9,102163,82313,52163,-398.22037,-966,-845,-583,-386,-240,268,458,-969
10.10.0.18:2912,102,121932,16,50000,512,0,1000,"[2,7,17,22,37,40]",OK,99229,169285,149170,119285,664,921,664,3,3,3,169952,150094,119952,-156.03026,-799,-710,-366,-185,91,568,608,-802
10.10.0.22:2916,39,123753,16,50000,512,0,1000,"[2,7,17,22,37,40]",OK,99237,95717,75410,45717,0,0,0,351,659,351,96068,76069,46068,-142.19106,-667,-627,-316,-165,43,567,780,-669
10.10.0.28:2912,20,125023,16,50000,512,0,1000,"[2,7,17,22,37,40]",OK,99254,86027,65730,36027,0,0,0,352,651,352,86379,66381,36379,207.47226,-300,-299,1,213,399,1010,1133,-302
