InstanceId,InstanceIndex,TestDuration,NMax,NumMessages,MessageSize,ExtraConnectionsCount,ReRoutingFrequency,DataDistribution,TestStatus,SimulationTime,MessagesSentDuringSimulation,MessagesReceivedDuringSimulation,MessagesForwardedDuringSimulation,MessagesSentBeforeSimulation,MessagesReceivedBeforeSimulation,MessagesForwardedBeforeSimulation,MessagesSentAfterSimulation,MessagesReceivedAfterSimulation,MessagesForwardedAfterSimulation,TotalMessagesSent,TotalMessagesReceived,TotalMessagesForwarded,AverageLatency,MinLatency,1PercentileLatency,25PercentileLatency,MedianLatency,75PercentileLatency,99PercentileLatency,MaxLatency,RemoteTimestampDiff
10.10.0.4:2913,14,1243779,10,500000,131072,0,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,866864,697680,399963,197680,583,1049,583,20359,42629,20359,718622,443641,218622,59.677452,0,0,3,6,11,2972,6991,0
10.10.0.29:2912,50,1241209,10,500000,131072,0,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,975374,1292673,1009901,792673,1621,2136,1621,13622,20981,13622,1307916,1033018,807916,46.06864,0,0,0,1,17,844,8415,0
10.10.0.33:2915,22,1243538,10,500000,131072,0,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,1161748,1072305,797130,572305,1358,1865,1358,0,0,0,1073663,798995,573663,779.81995,0,0,1,9,56,10732,13615,0
10.10.0.32:2915,45,1241174,10,500000,131072,0,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,952244,966361,681584,466361,531,766,531,7933,17747,7933,974825,700097,474825,46.051483,0,0,1,2,22,579,12016,0
10.10.0.11:2912,48,1239182,10,500000,131072,0,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,807231,1110835,803013,610835,1781,2305,1781,118745,151358,118745,1231361,956676,731361,34.80981,0,0,0,1,5,416,10916,0
10.10.0.29:2913,40,1241261,10,500000,131072,0,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,493727,721220,341221,221220,512,990,512,269302,373450,269302,991034,715661,491034,60.606426,0,0,0,1,2,2502,11664,0
10.10.0.11:2914,26,1240217,10,500000,131072,0,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,503207,728078,350633,228078,748,1236,748,193475,294955,193475,922301,646824,422301,26.78673,0,0,0,1,2,124,6533,0
10.10.0.4:2912,7,1243958,10,500000,131072,0,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,500345,729666,1639847,229666,807,6515,807,386254,1589965,386254,1116727,3236327,616727,1864.8705,0,0,8,2377,2754,8606,13922,0
10.10.0.32:2913,32,1241195,10,500000,131072,0,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,904125,948407,657599,448407,597,996,597,18607,34905,18607,967611,693500,467611,17.236135,0,0,0,1,4,166,10987,0
10.10.0.26:2912,54,1236557,10,500000,131072,0,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,581246,873454,515426,373454,926,1394,926,205359,288628,205359,1079739,805448,579739,35.077866,0,0,0,1,2,138,8329,0
10.10.0.3:2914,58,1236358,10,500000,131072,0,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,722512,1240785,914591,740785,67,86,67,184212,236604,184212,1425064,1151281,925064,21.806246,0,0,0,1,3,257,8260,0
