InstanceId,InstanceIndex,TestDuration,NMax,NumMessages,MessageSize,ExtraConnectionsCount,ReRoutingFrequency,DataDistribution,TestStatus,SimulationTime,MessagesSentDuringSimulation,MessagesReceivedDuringSimulation,MessagesForwardedDuringSimulation,MessagesSentBeforeSimulation,MessagesReceivedBeforeSimulation,MessagesForwardedBeforeSimulation,MessagesSentAfterSimulation,MessagesReceivedAfterSimulation,MessagesForwardedAfterSimulation,TotalMessagesSent,TotalMessagesReceived,TotalMessagesForwarded,AverageLatency,MinLatency,1PercentileLatency,25PercentileLatency,MedianLatency,75PercentileLatency,99PercentileLatency,MaxLatency,RemoteTimestampDiff
10.10.0.4:2913,23,371006,8,200000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,201131,341286,222584,141286,0,0,0,5208,13860,5208,346494,236444,146494,44.636276,0,0,0,1,1,1820,8347,0
10.10.0.29:2912,42,366246,8,200000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,168425,356358,229522,156358,170,252,170,37507,54491,37507,394035,284265,194035,51.78021,0,0,0,0,1,1950,10057,0
10.10.0.33:2915,16,367290,8,200000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,196379,370558,250743,170558,175,254,175,17281,26963,17281,388014,277960,188014,66.977135,0,0,0,1,2,1530,7183,0
10.10.0.32:2915,59,356193,8,200000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,153571,393787,262056,193787,408,483,408,40689,62677,40689,434884,325216,234884,10.938382,0,0,0,0,1,113,4959,0
10.10.0.11:2912,7,370790,8,200000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,211583,323567,206667,123567,415,833,415,4788,11503,4788,328770,219003,128770,52.93245,0,0,0,1,3,2137,11158,0
10.10.0.29:2913,52,366246,8,200000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,254090,451311,338699,251311,220,282,220,10344,12598,10344,461875,351579,261875,209.67892,0,0,0,1,37,3699,9117,0
10.10.0.4:2912,25,365237,8,200000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,288693,413477,303488,213477,523,596,523,0,0,0,414000,304084,214000,1298.9412,0,0,1,27,1503,8185,10039,0
10.10.0.11:2914,13,371057,8,200000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,204819,299597,180896,99597,960,1764,960,5631,13214,5631,306188,195874,106188,62.158596,0,0,0,1,6,2168,12067,0
10.10.0.26:2912,35,363536,8,200000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,203934,373721,255283,173721,114,190,114,6952,15126,6952,380787,270599,180787,61.43903,0,0,0,1,2,1505,3639,0
10.10.0.32:2913,56,352287,8,200000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,192578,403642,282464,203642,327,421,327,40152,50660,40152,444121,333545,244121,67.11577,0,0,0,1,1,2514,8682,0
10.10.0.4:2914,20,370738,8,200000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,200779,379977,261411,179977,263,339,263,6653,15302,6653,386893,277052,186893,27.626568,0,0,0,1,1,648,4609,0
10.10.0.5:2913,55,360524,8,200000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,154606,384609,253618,184609,1515,2128,1515,44222,64780,44222,430346,320526,230346,18.099493,0,0,0,0,1,352,6684,0
