InstanceId,InstanceIndex,TestDuration,NMax,NumMessages,MessageSize,ExtraConnectionsCount,ReRoutingFrequency,DataDistribution,TestStatus,SimulationTime,MessagesSentDuringSimulation,MessagesReceivedDuringSimulation,MessagesForwardedDuringSimulation,MessagesSentBeforeSimulation,MessagesReceivedBeforeSimulation,MessagesForwardedBeforeSimulation,MessagesSentAfterSimulation,MessagesReceivedAfterSimulation,MessagesForwardedAfterSimulation,TotalMessagesSent,TotalMessagesReceived,TotalMessagesForwarded,AverageLatency,MinLatency,1PercentileLatency,25PercentileLatency,MedianLatency,75PercentileLatency,99PercentileLatency,MaxLatency,RemoteTimestampDiff
10.10.0.4:2913,45,509429,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,228181,493981,313340,193981,1518,2049,1518,15003,29878,15003,510502,345267,210502,1.885312,0,0,0,0,1,25,2842,0
10.10.0.33:2915,43,518268,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,335389,526559,359216,226559,271,677,271,4929,7697,4929,531759,367590,231759,46.053288,0,0,0,1,12,998,7165,0
10.10.0.29:2912,49,504655,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,377920,591358,425537,291358,323,799,323,256,1183,256,591937,427519,291937,92.50024,0,0,0,5,24,2177,5175,0
10.10.0.32:2915,24,514613,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,230669,538277,359081,238277,1220,1722,1220,34117,47798,34117,573614,408601,273614,3.627042,0,0,0,0,1,42,5398,0
10.10.0.11:2912,34,508438,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,243769,550216,374467,250216,131,464,131,13207,23947,13207,563554,398878,263554,2.2864735,0,0,0,0,1,36,1007,0
10.10.0.29:2913,58,506347,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,229266,607277,427247,307277,493,885,493,30810,45341,30810,638580,473473,338580,5.566303,0,0,0,0,1,45,6679,0
10.10.0.4:2912,31,519523,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,236506,410833,232777,110833,627,1138,627,4691,16755,4691,416151,250670,116151,1.4573025,0,0,0,0,1,22,453,0
10.10.0.11:2914,48,508383,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,242716,537329,361307,237329,693,1255,693,27678,38445,27678,565700,401007,265700,4.192141,0,0,0,1,1,49,3233,0
10.10.0.26:2912,44,504429,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,293713,510404,340390,210404,509,858,509,7071,12766,7071,517984,354014,217984,15.448504,0,0,0,1,3,351,3250,0
10.10.0.32:2913,26,520122,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,237923,483431,307164,183431,1212,1736,1212,10918,22358,10918,495561,331258,195561,11.812995,0,0,0,1,2,62,7211,0
10.10.0.5:2913,32,519021,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,242016,512791,337072,212791,838,1194,838,3217,14484,3217,516846,352750,216846,2.1624124,0,0,0,0,1,24,3918,0
10.10.0.18:2913,18,512930,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,238309,519093,342483,219093,876,1390,876,12404,24009,12404,532373,367882,232373,4.197308,0,0,0,1,1,49,3813,0
10.10.0.4:2914,38,509403,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,269796,564389,391429,264389,415,825,415,17418,25231,17418,582222,417485,282222,24.614046,0,0,0,0,1,86,7166,0
10.10.0.3:2914,16,518879,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,250759,484308,309578,184308,1133,1473,1133,19772,29480,19772,505213,340531,205213,12.019654,0,0,0,1,1,96,6563,0
10.10.0.26:2913,51,514522,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,233466,535728,357739,235728,516,1037,516,33693,46407,33693,569937,405183,269937,8.647589,0,0,0,0,1,60,6579,0
10.10.0.5:2914,50,515619,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,391281,611576,445164,311576,504,1017,504,204,744,204,612284,446925,312284,182.43225,0,0,1,14,43,4052,6679,0
10.10.0.15:2914,47,505653,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,233574,463111,284753,163111,846,1346,846,38880,51335,38880,502837,337434,202837,57.698044,0,0,0,0,1,2816,7331,0
10.10.0.26:2914,59,506119,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,232019,595073,415386,295073,23,52,23,13319,28685,13319,608415,444123,308415,0.80135906,0,0,0,0,1,14,382,0
10.10.0.3:2912,23,522276,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,259959,532228,358482,232228,1284,1788,1284,23805,32531,23805,557317,392801,257317,8.094523,0,0,0,0,1,79,7331,0
10.10.0.13:2914,6,515675,10,300000,65536,2,3000,"[2,9,19,23,34,40,55]",OK,237227,463473,2737561,163473,883,11377,883,7098,252625,7098,471454,3001563,171454,8.327058,0,0,1,3,5,29,6786,0
