InstanceId,InstanceIndex,TestDuration,NMax,NumMessages,MessageSize,ExtraConnectionsCount,ReRoutingFrequency,DataDistribution,TestStatus,SimulationTime,MessagesSentDuringSimulation,MessagesReceivedDuringSimulation,MessagesForwardedDuringSimulation,MessagesSentBeforeSimulation,MessagesReceivedBeforeSimulation,MessagesForwardedBeforeSimulation,MessagesSentAfterSimulation,MessagesReceivedAfterSimulation,MessagesForwardedAfterSimulation,TotalMessagesSent,TotalMessagesReceived,TotalMessagesForwarded,AverageLatency,MinLatency,1PercentileLatency,25PercentileLatency,MedianLatency,75PercentileLatency,99PercentileLatency,MaxLatency,RemoteTimestampDiff
10.10.0.9:2919,349,367428,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248369,2466050,2165170,1966050,2245,2449,2245,4661,5207,4661,2472956,2172826,1972956,15.178357,0,0,0,1,2,64,9977,0
10.10.0.11:2922,88,387573,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248345,863771,563228,363771,125,279,125,1306,1927,1306,865202,565434,365202,3.4964752,0,0,0,1,1,21,12453,0
10.10.0.3:2921,254,385336,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248336,783861,482397,283861,45,98,45,1141,2060,1141,785047,484555,285047,4.0185633,0,0,0,1,2,22,4884,0
10.10.0.6:2913,159,388831,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248329,753958,452460,253958,57,116,57,1171,2086,1171,755186,454662,255186,1.5162077,0,0,0,1,1,7,1279,0
10.10.0.9:2927,295,370964,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248336,1436200,1135356,936200,1917,2553,1917,163,431,163,1438280,1138340,938280,1.5971538,0,0,0,1,1,8,1009,0
10.10.0.9:2915,336,371093,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248319,1874536,1573709,1374536,4928,5596,4928,224,538,224,1879688,1579843,1379688,2.308301,0,0,0,1,2,10,9638,0
10.10.0.10:2918,42,390613,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248333,960668,659439,460668,1481,2157,1481,3970,4284,3970,966119,665880,466119,17.125174,0,0,0,1,1,60,12130,0
10.10.0.22:2925,232,387818,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248348,1181285,880678,681285,478,642,478,8384,8966,8384,1190147,890286,690147,10.617133,0,0,0,1,1,71,9673,0
10.10.0.8:2912,207,384254,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248322,1066221,765047,566221,187,242,187,1762,2668,1762,1068170,767957,568170,1.1379088,0,0,0,1,1,7,4065,0
10.10.0.17:2921,25,392329,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248322,804383,503723,304383,159,222,159,1506,2435,1506,806048,506380,306048,4.903851,0,0,0,1,1,24,9968,0
10.10.0.17:2924,32,388817,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248334,1334398,1033048,834398,2053,2750,2053,425,710,425,1336876,1036508,836876,2.855264,0,0,0,1,1,15,9697,0
10.10.0.15:2925,289,383554,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248361,1231932,931069,731932,2199,2866,2199,496,818,496,1234627,934753,734627,1.7117988,0,0,0,0,1,7,9638,0
10.10.0.15:2920,310,384486,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248340,1788480,1487907,1288480,925,1094,925,2484,3125,2484,1791889,1492126,1291889,1.5042965,0,0,0,1,2,8,1111,0
10.10.0.18:2913,150,386690,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248323,934917,634434,434917,276,348,276,1380,2372,1380,936573,637154,436573,0.99842894,0,0,0,1,1,6,2063,0
10.10.0.6:2931,161,388825,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248338,1514732,1214326,1014732,3530,4195,3530,1028,1309,1028,1519290,1219830,1019290,2.521895,0,0,0,1,1,9,9761,0
10.10.0.5:2919,89,390569,16,500000,8,0,3000,"[4,9,19,24,31,39,49,55,60]",OK,248342,891314,590667,391314,139,282,139,1381,2111,1381,892834,593060,392834,4.548801,0,0,0,1,1,24,12747,0
