InstanceId,InstanceIndex,TestDuration,NMax,NumMessages,MessageSize,ExtraConnectionsCount,ReRoutingFrequency,DataDistribution,TestStatus,SimulationTime,MessagesSentDuringSimulation,MessagesReceivedDuringSimulation,MessagesForwardedDuringSimulation,MessagesSentBeforeSimulation,MessagesReceivedBeforeSimulation,MessagesForwardedBeforeSimulation,MessagesSentAfterSimulation,MessagesReceivedAfterSimulation,MessagesForwardedAfterSimulation,TotalMessagesSent,TotalMessagesReceived,TotalMessagesForwarded,AverageLatency,MinLatency,1PercentileLatency,25PercentileLatency,MedianLatency,75PercentileLatency,99PercentileLatency,MaxLatency,RemoteTimestampDiff
10.10.0.4:2913,32,360098,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,184341,415687,294138,215687,28,98,28,25139,36176,25139,440854,330412,240854,23.571072,0,0,0,1,3,569,6180,0
10.10.0.33:2915,18,367834,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,158243,362270,233049,162270,75,139,75,18333,37556,18333,380678,270744,180678,54.387337,0,0,0,1,1,2058,8379,0
10.10.0.29:2912,22,364611,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,174766,360610,237474,160610,133,247,133,11025,24570,11025,371768,262291,171768,33.507465,0,0,0,0,1,1694,4994,0
10.10.0.32:2915,0,372218,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,257971,522153,766964,322153,0,0,0,9763,15342,9763,531916,782306,331916,609.0502,0,0,2,11,1439,3362,7649,0
10.10.0.11:2912,6,367605,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,152633,362707,596327,162707,2304,6243,2304,35072,166180,35072,400083,768750,200083,73.10868,0,0,0,1,3,2141,8089,0
10.10.0.29:2913,20,365602,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,153190,351924,221361,151924,1158,1785,1158,29329,49820,29329,382411,272966,182411,9.582754,0,0,0,0,1,89,5104,0
10.10.0.11:2914,11,371762,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,189759,303168,183442,103168,859,1525,859,13328,22980,13328,317355,207947,117355,90.308624,0,0,0,1,8,2086,5606,0
10.10.0.4:2912,41,363739,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,212112,381840,265062,181840,1937,2600,1937,7997,13425,7997,391774,281087,191774,79.70811,0,0,0,1,15,1842,8186,0
10.10.0.32:2913,4,367586,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,243598,457768,579169,257768,1791,4149,1791,1754,8707,1754,461313,592025,261313,394.8967,0,0,3,10,193,2906,9111,0
10.10.0.26:2912,51,362585,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,204978,404086,286875,204086,278,390,278,16442,23365,16442,420806,310630,220806,62.222027,0,0,0,1,10,1448,7604,0
10.10.0.5:2913,57,360097,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,153486,411024,279561,211024,202,254,202,77920,99048,77920,489146,378863,289146,17.880228,0,0,0,0,1,345,5767,0
10.10.0.18:2913,34,362615,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,189932,421441,301639,221441,157,209,157,15725,25662,15725,437323,327510,237323,65.97201,0,0,0,1,2,1980,4594,0
10.10.0.3:2914,44,361619,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,160161,338368,210024,138368,1336,1991,1336,22834,40524,22834,362538,252539,162538,45.46188,0,0,0,1,1,1710,6044,0
10.10.0.4:2914,59,359841,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,171321,465736,340989,265736,2821,3450,2821,16194,30370,16194,484751,374809,284751,7.9320908,0,0,0,0,1,165,4406,0
10.10.0.26:2913,28,367473,8,200000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,175298,314696,190935,114696,607,1237,607,17729,30787,17729,333032,222959,133032,47.6376,0,0,0,1,2,1269,6093,0
