InstanceId,InstanceIndex,TestDuration,NMax,NumMessages,MessageSize,ExtraConnectionsCount,ReRoutingFrequency,DataDistribution,TestStatus,SimulationTime,MessagesSentDuringSimulation,MessagesReceivedDuringSimulation,MessagesForwardedDuringSimulation,MessagesSentBeforeSimulation,MessagesReceivedBeforeSimulation,MessagesForwardedBeforeSimulation,MessagesSentAfterSimulation,MessagesReceivedAfterSimulation,MessagesForwardedAfterSimulation,TotalMessagesSent,TotalMessagesReceived,TotalMessagesForwarded,AverageLatency,MinLatency,1PercentileLatency,25PercentileLatency,MedianLatency,75PercentileLatency,99PercentileLatency,MaxLatency,RemoteTimestampDiff
10.10.0.4:2913,26,799028,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,657484,986337,710719,486337,0,0,0,6153,7120,6153,992490,717839,492490,92.70536,0,0,1,6,31,2019,6918,0
10.10.0.29:2912,56,796443,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,420785,1135367,839973,635367,1157,1522,1157,68778,89515,68778,1205302,931010,705302,20.905012,0,0,0,0,1,440,4769,0
10.10.0.33:2915,40,795281,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,471479,975829,686127,475829,40,84,40,18128,31915,18128,993997,718126,493997,15.623465,0,0,0,1,1,275,2993,0
10.10.0.32:2915,6,800275,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,395989,891825,1647268,391825,142,512,142,98406,268020,98406,990373,1915800,490373,485.23352,0,0,4,12,1168,2574,7464,0
10.10.0.11:2912,12,800514,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,510648,791443,506247,291443,628,1201,628,3083,12621,3083,795154,520069,295154,12.306565,0,0,1,2,4,156,3258,0
10.10.0.29:2913,45,796015,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,398149,881187,579757,381187,130,194,130,18834,44445,18834,900151,624396,400151,3.4223344,0,0,0,1,1,22,2697,0
10.10.0.11:2914,0,802156,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,462245,1281480,1831617,781480,1877,3886,1877,51665,125475,51665,1335022,1960978,835022,25.55836,0,0,1,2,5,680,5173,0
10.10.0.4:2912,39,798020,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,549093,1024684,743046,524684,1103,1493,1103,17014,23923,17014,1042801,768462,542801,19.569195,0,0,0,1,4,396,3889,0
10.10.0.26:2912,52,794240,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,637392,1230960,954679,730960,2810,3451,2810,3950,5656,3950,1237720,963786,737720,103.98669,0,0,0,4,29,2113,5182,0
10.10.0.32:2913,5,798275,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,389011,974924,2235851,474924,2352,7813,2352,105796,364825,105796,1083072,2608489,583072,391.46246,0,0,4,11,75,2443,6928,0
10.10.0.5:2913,55,791923,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,395775,1152566,850966,652566,2069,2612,2069,82659,108278,82659,1237294,961856,737294,9.540233,0,0,0,0,1,63,5032,0
10.10.0.3:2914,15,800995,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,392334,667190,364194,167190,105,157,105,34521,62730,34521,701816,427081,201816,53.588253,0,0,0,1,4,1769,4660,0
10.10.0.4:2914,43,798020,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,427690,861826,567145,361826,21,74,21,30624,50140,30624,892471,617359,392471,7.8833838,0,0,0,1,1,151,2430,0
10.10.0.18:2913,42,798271,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,389892,877129,573041,377129,27,74,27,41920,71343,41920,919076,644458,419076,22.725212,0,0,0,1,1,1446,3132,0
10.10.0.5:2914,54,789274,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,397416,1137726,836879,637726,1013,1389,1013,84107,109437,84107,1222846,947705,722846,16.931995,0,0,0,0,1,343,5137,0
10.10.0.26:2913,22,797247,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,457443,925120,635629,425120,629,1208,629,2970,18065,2970,928719,654902,428719,4.678169,0,0,0,1,1,68,2601,0
10.10.0.26:2914,31,796240,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,391407,797385,494815,297385,933,1496,933,46800,74302,46800,845118,570613,345118,10.549141,0,0,0,1,1,77,4420,0
10.10.0.15:2914,34,795260,8,500000,65536,2,3000,"[3,9,12,19,21,27,31,39,46,51,55]",OK,400081,1013247,714117,513247,1015,1425,1015,71093,95573,71093,1085355,811115,585355,4.5342364,0,0,0,0,1,48,3764,0
