InstanceId,InstanceIndex,TestDuration,NMax,NumMessages,MessageSize,ExtraConnectionsCount,ReRoutingFrequency,DataDistribution,TestStatus,SimulationTime,MessagesSentDuringSimulation,MessagesReceivedDuringSimulation,MessagesForwardedDuringSimulation,MessagesSentBeforeSimulation,MessagesReceivedBeforeSimulation,MessagesForwardedBeforeSimulation,MessagesSentAfterSimulation,MessagesReceivedAfterSimulation,MessagesForwardedAfterSimulation,TotalMessagesSent,TotalMessagesReceived,TotalMessagesForwarded,AverageLatency,MinLatency,1PercentileLatency,25PercentileLatency,MedianLatency,75PercentileLatency,99PercentileLatency,MaxLatency,RemoteTimestampDiff
10.10.0.20:2927,62,789096,28,500000,8,4,3000,"[37,40,45,55]",OK,385935,718614,427319,218614,1169,1980,1169,14209,31413,14209,733992,460712,233992,888.2396,0,0,0,0,0,12223,433117,0
10.10.0.3:2924,1,790044,28,500000,8,4,3000,"[37,40,45,55]",OK,397892,824438,5621287,324438,1977,25230,1977,56070,408432,56070,882485,6054949,382485,134.78802,0,0,0,0,0,1,441064,0
10.10.0.4:2922,181,781466,28,500000,8,4,3000,"[37,40,45,55]",OK,376650,755856,463728,255856,1556,2280,1556,9042,26862,9042,766454,492870,266454,207.03838,0,0,0,0,0,1,220619,0
10.10.0.14:2924,230,781659,28,500000,8,4,3000,"[37,40,45,55]",OK,350564,847944,549401,347944,1745,2718,1745,22643,47263,22643,872332,599382,372332,193.3839,0,0,0,0,0,1,198962,0
10.10.0.8:2914,32,789733,28,500000,8,4,3000,"[37,40,45,55]",OK,349960,834035,533819,334035,1217,1966,1217,49344,75661,49344,884596,611446,384596,783.32135,0,0,0,0,0,1649,434430,0
10.10.0.20:2928,81,788874,28,500000,8,4,3000,"[37,40,45,55]",OK,385251,761215,470588,261215,1364,2113,1364,29124,46293,29124,791703,518994,291703,1332.9269,0,0,0,0,0,61812,207957,0
10.10.0.6:2917,319,780052,28,500000,8,4,3000,"[37,40,45,55]",OK,358292,698899,402169,198899,602,995,602,16880,39780,16880,716381,442944,216381,406.93506,0,0,0,0,0,1,433149,0
10.10.0.10:2920,287,779246,28,500000,8,4,3000,"[37,40,45,55]",OK,343610,688665,386819,188665,701,1500,701,29657,57807,29657,719023,446126,219023,1402.7188,0,0,0,0,0,68537,211157,0
10.10.0.3:2921,8,789179,28,500000,8,4,3000,"[37,40,45,55]",OK,313575,759906,439461,259906,1043,1812,1043,97672,143491,97672,858621,584764,358621,2731.557,0,0,0,0,0,100845,433209,0
10.10.0.6:2913,310,777121,28,500000,8,4,3000,"[37,40,45,55]",OK,342696,746649,445166,246649,740,1528,740,23182,51351,23182,770571,498045,270571,547.3592,0,0,0,0,0,1,434395,0
10.10.0.8:2928,33,787113,28,500000,8,4,3000,"[37,40,45,55]",OK,378585,857645,565567,357645,659,1071,659,20910,39100,20910,879214,605738,379214,442.44397,0,0,0,0,0,1,432797,0
10.10.0.9:2927,144,779526,28,500000,8,4,3000,"[37,40,45,55]",OK,383040,784802,493162,284802,1710,2619,1710,8049,24901,8049,794561,520682,294561,276.33658,0,0,0,0,0,1,242359,0
10.10.0.7:2912,342,772652,28,500000,8,4,3000,"[37,40,45,55]",OK,372398,744281,450339,244281,692,1503,692,23522,42755,23522,768495,494597,268495,1183.021,0,0,0,0,0,48785,219843,0
10.10.0.22:2925,255,779025,28,500000,8,4,3000,"[37,40,45,55]",OK,387491,710609,420273,210609,1060,1828,1060,7942,23980,7942,719611,446081,219611,251.85954,0,0,0,0,0,1,433583,0
10.10.0.8:2912,24,790048,28,500000,8,4,3000,"[37,40,45,55]",OK,383648,736544,444959,236544,773,1700,773,27101,44593,27101,764418,491252,264418,1395.9791,0,0,0,0,0,64796,433814,0
10.10.0.28:2919,261,781531,28,500000,8,4,3000,"[37,40,45,55]",OK,340580,837154,534762,337154,818,1631,818,37039,65913,37039,875011,602306,375011,348.5464,0,0,0,0,0,1,204780,0
10.10.0.10:2913,309,777241,28,500000,8,4,3000,"[37,40,45,55]",OK,413109,766819,479740,266819,1611,2337,1611,11602,25476,11602,780032,507553,280032,593.76184,0,0,0,0,0,2,240266,0
10.10.0.17:2921,109,786313,28,500000,8,4,3000,"[37,40,45,55]",OK,355416,790622,492879,290622,1005,1788,1005,27115,50662,27115,818742,545329,318742,724.7951,0,0,0,0,0,7228,431625,0
10.10.0.18:2927,131,781434,28,500000,8,4,3000,"[37,40,45,55]",OK,379977,853702,562781,353702,1213,1936,1213,16091,33503,16091,871006,598220,371006,357.17523,0,0,0,0,0,1,430631,0
10.10.0.23:2913,325,770653,28,500000,8,4,3000,"[37,40,45,55]",OK,369467,827194,532403,327194,1614,2574,1614,38919,58943,38919,867727,593920,367727,1083.9243,0,0,0,0,0,38673,198147,0
10.10.0.17:2924,104,787348,28,500000,8,4,3000,"[37,40,45,55]",OK,324131,799338,488951,299338,1963,2914,1963,55484,91226,55484,856785,583091,356785,966.8806,0,0,0,0,0,33718,438462,0
10.10.0.4:2915,187,781449,28,500000,8,4,3000,"[37,40,45,55]",OK,360593,714988,416935,214988,1047,1789,1047,21971,45411,21971,738006,464135,238006,1491.9171,0,0,0,0,0,71553,242005,0
10.10.0.15:2925,78,785006,28,500000,8,4,3000,"[37,40,45,55]",OK,420613,794344,506567,294344,26,38,26,19424,33531,19424,813794,540136,313794,1260.9894,0,0,0,0,0,56327,194070,0
10.10.0.15:2920,90,788298,28,500000,8,4,3000,"[37,40,45,55]",OK,404922,724135,435103,224135,803,1613,803,23278,37903,23278,748216,474619,248216,1762.1012,0,0,0,0,0,81442,431753,0
10.10.0.6:2931,339,780385,28,500000,8,4,3000,"[37,40,45,55]",OK,407019,761688,474162,261688,1107,1909,1107,22974,37229,22974,785769,513300,285769,1303.1636,0,0,0,0,0,54660,216962,0
10.10.0.6:2929,299,779809,28,500000,8,4,3000,"[37,40,45,55]",OK,346094,807174,506757,307174,969,1905,969,27258,54041,27258,835401,562703,335401,323.3294,0,0,0,0,0,1,431002,0
10.10.0.28:2913,243,780925,28,500000,8,4,3000,"[37,40,45,55]",OK,325383,748343,439684,248343,966,1813,966,37221,72058,37221,786530,513555,286530,323.50668,0,0,0,0,0,1,423842,0
10.10.0.5:2913,207,780982,28,500000,8,4,3000,"[37,40,45,55]",OK,362649,766136,469711,266136,1480,2240,1480,40065,62032,40065,807681,533983,307681,1190.1373,0,0,0,0,0,45942,436681,0
10.10.0.9:2918,160,779510,28,500000,8,4,3000,"[37,40,45,55]",OK,350118,841212,542685,341212,1663,2511,1663,35076,60452,35076,877951,605648,377951,405.19708,0,0,0,0,0,1,434426,0
10.10.0.16:2918,252,781128,28,500000,8,4,3000,"[37,40,45,55]",OK,395396,726755,437916,226755,1186,2087,1186,8747,23701,8747,736688,463704,236688,352.51376,0,0,0,0,0,1,423757,0
10.10.0.16:2914,275,778195,28,500000,8,4,3000,"[37,40,45,55]",OK,308313,738197,418810,238197,820,1647,820,46298,91299,46298,785315,511756,285315,350.8382,0,0,0,0,0,1,436275,0
10.10.0.20:2929,73,789092,28,500000,8,4,3000,"[37,40,45,55]",OK,427905,816140,528956,316140,1053,2002,1053,28692,41716,28692,845885,572674,345885,1739.4976,0,0,0,0,0,77166,402690,0
10.10.0.28:2914,247,778931,28,500000,8,4,3000,"[37,40,45,55]",OK,337872,736250,432224,236250,1243,2169,1243,24369,53650,24369,761862,488043,261862,141.75732,0,0,0,0,0,1,194119,0
10.10.0.20:2916,74,788777,28,500000,8,4,3000,"[37,40,45,55]",OK,378618,820534,528877,320534,1473,2366,1473,13704,31068,13704,835711,562311,335711,283.8717,0,0,0,0,0,1,432870,0
10.10.0.22:2923,238,779054,28,500000,8,4,3000,"[37,40,45,55]",OK,358098,788165,490471,288165,1193,1981,1193,37222,60927,37222,826580,553379,326580,1123.1299,0,0,0,0,0,41842,435230,0
10.10.0.5:2928,208,781077,28,500000,8,4,3000,"[37,40,45,55]",OK,345340,778403,478190,278403,3414,4243,3414,26195,52656,26195,808012,535089,308012,391.8075,0,0,0,0,0,1,192689,0
10.10.0.17:2917,116,784412,28,500000,8,4,3000,"[37,40,45,55]",OK,331019,740015,432445,240015,27,40,27,39828,73937,39828,779870,506422,279870,444.64508,0,0,0,0,0,1,194804,0
10.10.0.5:2923,228,782007,28,500000,8,4,3000,"[37,40,45,55]",OK,364370,838036,542887,338036,5,19,5,42109,64730,42109,880150,607636,380150,987.9418,0,0,0,0,0,35527,437436,0
10.10.0.10:2914,293,780185,28,500000,8,4,3000,"[37,40,45,55]",OK,641987,885360,611376,385360,2415,2800,2415,400,746,400,888175,614922,388175,17034.139,0,0,0,0,1,184168,434751,0
